****************
timestamp: 2024-02-26 22:11:21.935726
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_iso3_v9
type: YAW_ISO_V3
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 10001 epochs...
[100/10001]	 2.778it/s	 time: 0:00:36~0:59:24	 loss: 357.479>17.212	 lr: 3.474e-05 ▲
[6900/10001]	 2.808it/s	 time: 0:40:57~0:18:23	 loss: 3.011>2.214	 lr: 0.00014463 ▼
[7000/10001]	 2.809it/s	 time: 0:41:32~0:17:48	 loss: 3.036>2.123	 lr: 0.00013238 ▼
[7100/10001]	 2.81it/s	 time: 0:42:07~0:17:12	 loss: 2.767>2.11	 lr: 0.00012013 ▼
[7200/10001]	 2.809it/s	 time: 0:42:43~0:16:36	 loss: 3.013>2.11	 lr: 0.00010788 ▼
[7300/10001]	 2.808it/s	 time: 0:43:20~0:16:01	 loss: 3.017>2.075	 lr: 9.563e-05 ▼
[7400/10001]	 2.806it/s	 time: 0:43:57~0:15:26	 loss: 2.669>2.024	 lr: 8.338e-05 ▼
[7500/10001]	 2.807it/s	 time: 0:44:32~0:14:50	 loss: 2.677>2.024	 lr: 7.113e-05 ▼
[7600/10001]	 2.808it/s	 time: 0:45:07~0:14:14	 loss: 2.903>2.024	 lr: 5.888e-05 ▼
[7700/10001]	 2.807it/s	 time: 0:45:43~0:13:39	 loss: 2.622>1.959	 lr: 4.663e-05 ▼
[7800/10001]	 2.807it/s	 time: 0:46:19~0:13:03	 loss: 2.573>1.92	 lr: 3.438e-05 ▼
[7900/10001]	 2.807it/s	 time: 0:46:54~0:12:28	 loss: 2.613>1.92	 lr: 2.213e-05 ▼
[8000/10001]	 2.806it/s	 time: 0:47:31~0:11:52	 loss: 2.416>1.898	 lr: 1.006e-05 ▼
[8100/10001]	 2.806it/s	 time: 0:48:07~0:11:17	 loss: 2.462>1.861	 lr: 1.619e-05 ▲
[8200/10001]	 2.805it/s	 time: 0:48:43~0:10:41	 loss: 2.502>1.861	 lr: 2.231e-05 ▲
[8300/10001]	 2.806it/s	 time: 0:49:18~0:10:05	 loss: 2.454>1.82	 lr: 2.844e-05 ▲
[8400/10001]	 2.806it/s	 time: 0:49:54~0:09:30	 loss: 2.487>1.82	 lr: 3.456e-05 ▲
[8500/10001]	 2.806it/s	 time: 0:50:29~0:08:54	 loss: 2.518>1.82	 lr: 4.069e-05 ▲
[8600/10001]	 2.806it/s	 time: 0:51:05~0:08:18	 loss: 2.635>1.82	 lr: 4.681e-05 ▲
[8700/10001]	 2.805it/s	 time: 0:51:42~0:07:43	 loss: 2.58>1.82	 lr: 5.294e-05 ▲
[8800/10001]	 2.805it/s	 time: 0:52:17~0:07:07	 loss: 2.542>1.82	 lr: 5.906e-05 ▲
[8900/10001]	 2.805it/s	 time: 0:52:53~0:06:32	 loss: 2.624>1.82	 lr: 6.519e-05 ▲
[9000/10001]	 2.805it/s	 time: 0:53:29~0:05:56	 loss: 2.546>1.82	 lr: 7.131e-05 ▲
[9100/10001]	 2.804it/s	 time: 0:54:05~0:05:20	 loss: 2.674>1.82	 lr: 7.744e-05 ▲
[9200/10001]	 2.805it/s	 time: 0:54:40~0:04:45	 loss: 2.664>1.82	 lr: 8.356e-05 ▲
[9300/10001]	 2.805it/s	 time: 0:55:15~0:04:09	 loss: 2.784>1.82	 lr: 8.969e-05 ▲
[9400/10001]	 2.805it/s	 time: 0:55:51~0:03:33	 loss: 2.484>1.82	 lr: 9.581e-05 ▲
[9500/10001]	 2.806it/s	 time: 0:56:26~0:02:58	 loss: 2.662>1.82	 lr: 0.00010194 ▲
[9600/10001]	 2.805it/s	 time: 0:57:02~0:02:22	 loss: 2.487>1.82	 lr: 0.00010806 ▲
[9700/10001]	 2.805it/s	 time: 0:57:38~0:01:46	 loss: 2.611>1.82	 lr: 0.00011419 ▲
[9800/10001]	 2.805it/s	 time: 0:58:14~0:01:11	 loss: 2.599>1.82	 lr: 0.00012031 ▲
[9900/10001]	 2.805it/s	 time: 0:58:50~0:00:35	 loss: 2.506>1.82	 lr: 0.00012644 ▲
[10000/10001]	 2.805it/s	 time: 0:59:25~0:00:00	 loss: 2.627>1.82	 lr: 0.00013244 ▲
model [rubiks_iso3_v9_cp10000] saved to _checkpoints...
train time: 0:59:25
model [rubiks_iso3_v9] saved to _models...
elapsed time: 0:59:32
****************
